transaction_id,date,store_id,product_id,quantity,unit_price
T007668,30/03/2023,S04,P06,1,
T063845,21/12/2024,S06,P08,1,
T079020,26/05/2025,S06,P05,2,
T056803,14/10/2024,S03,P09,1,
T042119,28/04/2024,S07,P11,1,
T021801,21/09/2023,S04,P08,1,
T047461,30/06/2024,S02,P03,1,
T047118,25/06/2024,S05,P07,1,
T066211,12/01/2025,S06,P09,1,
T068349,02/02/2025,S01,P02,1,
T039598,31/03/2024,S03,P08,2,8.5
T030687,25/12/2023,S07,P09,2,
T066181,12/01/2025,S04,P10,2,
T071261,05/03/2025,S04,P06,1,
T055231,27/09/2024,S03,P05,1,
T075036,14/04/2025,S02,P01,1,
T014283,20/06/2023,S05,P09,1,
T059037,07/11/2024,S03,P04,1,
T030821,27/12/2023,S03,P12,2,
T004659,22/02/2023,S03,P11,1,
T072937,22/03/2025,S08,P11,1,18.0
T051943,21/08/2024,S07,P03,1,
T017083,26/07/2023,S07,P09,1,
T060778,23/11/2024,S04,P09,1,10.0
T041076,17/04/2024,S02,P07,3,
T058973,06/11/2024,S06,P07,1,
T049092,20/07/2024,S02,P05,1,
T030586,24/12/2023,S07,P01,1,
T041723,24/04/2024,S04,P04,1,
T022525,30/09/2023,S03,P06,1,
T018711,15/08/2023,S06,P06,1,
T008454,09/04/2023,S08,P03,1,
T067734,26/01/2025,S06,P09,1,10.0
T043125,10/05/2024,S02,P03,1,
T036521,25/02/2024,S06,P06,1,
T032423,13/01/2024,S01,P04,1,
T077285,08/05/2025,S04,P07,1,
T010352,03/05/2023,S01,P10,3,
T070668,27/02/2025,S06,P05,1,
T034616,04/02/2024,S02,P02,1,5.0
T011768,20/05/2023,S02,P07,1,
T017308,29/07/2023,S06,P03,2,
T031825,06/01/2024,S06,P08,2,
T013989,16/06/2023,S06,P03,2,
T012989,03/06/2023,S04,P11,1,
T072180,14/03/2025,S08,P12,1,
T069545,15/02/2025,S01,P04,1,
T012274,26/05/2023,S03,P06,1,
T015870,10/07/2023,S06,P08,1,
T078266,18/05/2025,S07,P09,1,10.0
T015694,08/07/2023,S05,P06,1,
T045951,11/06/2024,S06,P04,2,
T020961,11/09/2023,S06,P09,1,10.0
T050233,02/08/2024,S03,P09,3,
T038876,23/03/2024,S05,P08,2,
T023596,13/10/2023,S01,P05,1,
T072323,16/03/2025,S02,P08,2,
T000682,07/01/2023,S08,P01,2,
T037326,06/03/2024,S02,P10,2,
T019897,30/08/2023,S06,P03,1,
T044094,20/05/2024,S08,P12,1,
T053514,08/09/2024,S03,P08,1,
T020846,10/09/2023,S03,P01,1,
T063048,14/12/2024,S01,P10,1,
T046353,16/06/2024,S05,P02,2,
T024531,23/10/2023,S03,P10,1,
T068748,06/02/2025,S02,P12,2,
T035794,18/02/2024,S02,P03,1,
T077917,15/05/2025,S02,P03,1,6.5
T041189,18/04/2024,S05,P07,3,
T042412,01/05/2024,S07,P01,2,
T036445,25/02/2024,S02,P08,1,8.5
T054217,16/09/2024,S01,P11,1,
T040408,09/04/2024,S03,P03,1,
T017736,04/08/2023,S01,P11,1,
T058643,03/11/2024,S04,P01,2,
T065195,03/01/2025,S03,P05,1,
T004953,25/02/2023,S06,P12,1,
T007026,22/03/2023,S03,P05,1,
T042560,03/05/2024,S04,P07,2,
T037059,03/03/2024,S02,P03,1,
T006217,12/03/2023,S08,P02,1,
T060223,18/11/2024,S01,P03,1,
T069481,14/02/2025,S02,P10,1,
T012945,03/06/2023,S02,P06,3,
T074817,12/04/2025,S02,P09,1,
T023112,07/10/2023,S03,P07,2,
T033543,23/01/2024,S06,P10,2,
T041055,16/04/2024,S08,P03,1,
T043079,09/05/2024,S04,P05,1,
T022946,05/10/2023,S04,P07,1,
T066436,14/01/2025,S06,P07,1,
T043879,18/05/2024,S06,P02,1,
T070412,24/02/2025,S06,P06,1,
T067923,28/01/2025,S03,P02,3,
T052466,27/08/2024,S05,P08,1,
T042820,06/05/2024,S02,P12,2,
T009858,27/04/2023,S05,P08,1,
T027712,25/11/2023,S06,P04,1,4.5
T047759,04/07/2024,S02,P06,1,
T014849,27/06/2023,S04,P07,1,
T028672,05/12/2023,S07,P03,1,
T025360,01/11/2023,S04,P11,1,
T009367,21/04/2023,S04,P05,1,
T006841,20/03/2023,S01,P05,1,
T001752,19/01/2023,S06,P06,2,
T023075,06/10/2023,S08,P04,1,
T033216,20/01/2024,S05,P12,2,
T038727,22/03/2024,S01,P11,1,
T070258,23/02/2025,S02,P12,1,16.0
T064074,23/12/2024,S05,P06,1,
T028662,05/12/2023,S06,P11,1,
T022359,28/09/2023,S04,P09,1,
T025944,07/11/2023,S04,P03,3,
T038176,16/03/2024,S01,P11,3,
T061344,28/11/2024,S04,P01,1,5.5
R012304,26/05/2023,S06,P09,-1,
T063336,16/12/2024,S04,P07,2,
T054175,15/09/2024,S06,P08,1,
T032527,13/01/2024,S07,P02,1,
T041997,27/04/2024,S04,P07,1,
T059562,12/11/2024,S01,P04,1,
T042994,08/05/2024,S04,P03,1,
T034120,29/01/2024,S06,P11,1,
T009931,28/04/2023,S04,P08,1,
T046835,22/06/2024,S04,P04,1,
T002266,25/01/2023,S03,P03,1,
T040381,09/04/2024,S01,P03,2,
T026574,14/11/2023,S04,P09,3,
T010575,05/05/2023,S08,P11,1,18.0
T004487,20/02/2023,S01,P05,1,4.0
T068766,06/02/2025,S04,P12,1,
T001445,16/01/2023,S02,P03,1,
T047369,29/06/2024,S04,P12,1,
T013956,16/06/2023,S03,P12,1,16.0
T004495,20/02/2023,S02,P08,1,
T065788,08/01/2025,S07,P07,1,
T022937,05/10/2023,S03,P05,1,
T003894,13/02/2023,S01,P03,1,
T018631,14/08/2023,S06,P07,1,
T068783,06/02/2025,S06,P03,1,
T013146,05/06/2023,S02,P12,1,
T046362,16/06/2024,S06,P01,1,
T058381,31/10/2024,S08,P03,1,
T071872,11/03/2025,S06,P12,2,
T079045,27/05/2025,S01,P11,1,18.0
T021865,22/09/2023,S04,P01,1,
T052771,31/08/2024,S01,P03,1,
T039107,25/03/2024,S07,P12,2,
T060428,20/11/2024,S01,P01,1,
T075353,17/04/2025,S06,P02,1,
T009748,26/04/2023,S02,P05,1,
T003656,10/02/2023,S06,P04,1,4.5
T001271,14/01/2023,S04,P10,1,3.0
T043478,14/05/2024,S01,P03,1,
T031808,06/01/2024,S04,P02,1,
T074078,04/04/2025,S05,P03,2,
T027517,23/11/2023,S06,P12,2,16.0
T057931,27/10/2024,S01,P11,1,
T066945,19/01/2025,S03,P01,1,
T053898,12/09/2024,S04,P09,1,
T018480,13/08/2023,S01,P09,1,10.0
T014610,24/06/2023,S08,P04,1,
T005026,26/02/2023,S04,P10,1,
T006741,19/03/2023,S01,P11,1,
T009121,18/04/2023,S01,P12,1,
T067514,24/01/2025,S07,P09,1,
T079336,30/05/2025,S04,P03,1,
T020400,05/09/2023,S02,P05,1,
T068492,03/02/2025,S04,P02,1,
T010569,05/05/2023,S07,P02,1,
T035102,10/02/2024,S01,P12,1,
T031077,30/12/2023,S02,P08,1,
T013030,03/06/2023,S08,P10,2,
T042735,05/05/2024,S03,P09,1,
T073088,24/03/2025,S04,P01,1,
T049730,27/07/2024,S05,P02,1,
T070081,21/02/2025,S03,P04,1,
T015201,01/07/2023,S08,P12,1,
T003952,13/02/2023,S08,P06,1,3.8
T019143,21/08/2023,S01,P01,1,
T027970,28/11/2023,S04,P02,1,
T008352,08/04/2023,S07,P12,2,
T068363,02/02/2025,S02,P11,1,
T009844,27/04/2023,S04,P10,1,
T025349,01/11/2023,S03,P12,1,
T078885,25/05/2025,S03,P04,1,4.5
T072617,19/03/2025,S03,P08,1,
T013493,10/06/2023,S01,P09,1,10.0
T006569,17/03/2023,S03,P03,1,
T063021,13/12/2024,S07,P11,1,
T047932,06/07/2024,S02,P06,1,3.8
T024398,21/10/2023,S06,P11,1,18.0
T050505,05/08/2024,S02,P04,1,
T015022,29/06/2023,S06,P09,1,
T049433,24/07/2024,S01,P03,1,
T032185,10/01/2024,S02,P01,2,
T033257,21/01/2024,S01,P01,1,
T019390,24/08/2023,S06,P05,3,
T055583,30/09/2024,S06,P06,2,
T053274,06/09/2024,S01,P08,1,
T041296,19/04/2024,S06,P10,1,
T015616,07/07/2023,S04,P03,1,
T063701,20/12/2024,S03,P07,1,
T049392,23/07/2024,S05,P07,1,
T026086,09/11/2023,S01,P11,1,
T057793,25/10/2024,S05,P07,1,
T003896,13/02/2023,S02,P10,1,
T017086,26/07/2023,S07,P01,1,5.5
T020080,01/09/2023,S07,P01,1,
T030969,29/12/2023,S01,P06,1,
T027218,20/11/2023,S07,P02,1,
T038062,14/03/2024,S06,P04,2,
T035563,15/02/2024,S03,P03,1,
T033565,23/01/2024,S08,P08,1,
T028943,08/12/2023,S06,P04,1,
T028175,30/11/2023,S05,P05,2,
T034959,08/02/2024,S02,P10,1,
T022523,30/09/2023,S03,P05,1,
T011219,13/05/2023,S05,P09,2,
T054359,17/09/2024,S07,P11,2,
T050055,31/07/2024,S03,P10,1,
T077776,13/05/2025,S04,P04,1,
T034880,07/02/2024,S03,P09,1,
T041277,19/04/2024,S05,P10,1,
T077797,13/05/2025,S07,P07,1,
T063081,14/12/2024,S03,P09,1,
T000889,10/01/2023,S02,P03,1,
T040596,11/04/2024,S05,P03,1,6.5
T029331,12/12/2023,S04,P12,1,
T068790,06/02/2025,S06,P09,1,
T049792,28/07/2024,S01,P12,1,16.0
T041966,27/04/2024,S03,P04,1,4.5
T055989,05/10/2024,S06,P06,3,3.8
T017719,03/08/2023,S06,P07,1,
T073581,30/03/2025,S04,P02,1,
T060356,19/11/2024,S03,P12,2,
T036848,29/02/2024,S05,P07,1,
T027625,25/11/2023,S01,P08,1,
T015444,05/07/2023,S02,P08,1,
T030766,26/12/2023,S06,P03,1,
T055595,30/09/2024,S08,P02,1,
T029073,09/12/2023,S08,P01,1,
T063890,21/12/2024,S08,P02,3,
T071661,09/03/2025,S04,P11,1,
T075307,17/04/2025,S02,P09,1,10.0
T068402,02/02/2025,S04,P07,1,
T078941,25/05/2025,S06,P07,1,
T051112,12/08/2024,S03,P04,1,4.5
T065018,01/01/2025,S03,P11,1,
T032942,17/01/2024,S06,P12,1,
T008986,16/04/2023,S03,P07,1,
T011953,22/05/2023,S01,P10,1,
T048304,10/07/2024,S05,P09,2,
T064520,28/12/2024,S01,P05,1,
T018284,10/08/2023,S06,P09,2,
T024336,21/10/2023,S02,P02,1,
T061138,26/11/2024,S05,P07,1,9.5
T015308,03/07/2023,S03,P08,1,
T009359,21/04/2023,S03,P01,2,
T022056,24/09/2023,S04,P06,1,
T052314,25/08/2024,S07,P03,3,
T004800,24/02/2023,S02,P11,1,
T059823,14/11/2024,S04,P12,2,16.0
T066513,15/01/2025,S04,P01,1,
T041410,21/04/2024,S02,P01,1,
T077246,08/05/2025,S01,P03,1,
T066024,11/01/2025,S02,P07,2,
T034055,29/01/2024,S01,P11,1,
T073504,29/03/2025,S05,P12,1,
T018968,19/08/2023,S03,P05,1,
T061020,25/11/2024,S04,P09,1,
T063512,18/12/2024,S03,P03,1,
T056205,07/10/2024,S08,P08,1,
T005928,09/03/2023,S03,P12,1,
T036056,21/02/2024,S02,P10,1,
T006668,18/03/2023,S04,P07,1,
T008593,11/04/2023,S04,P11,1,
T055210,27/09/2024,S02,P11,1,
T006199,12/03/2023,S06,P08,1,
T030235,21/12/2023,S04,P09,1,
T023314,09/10/2023,S04,P11,3,
T079008,26/05/2025,S05,P09,1,
T058956,06/11/2024,S05,P12,1,
T037195,04/03/2024,S04,P04,1,
T067824,27/01/2025,S03,P07,1,
T024648,24/10/2023,S05,P01,1,
T070241,22/02/2025,S08,P09,1,
T063462,17/12/2024,S06,P02,1,
T070514,26/02/2025,S01,P03,1,
T012334,27/05/2023,S01,P07,2,
T032516,13/01/2024,S06,P06,1,
T060772,23/11/2024,S04,P05,1,
T037897,12/03/2024,S06,P02,2,5.0
T012904,02/06/2023,S05,P07,1,
T073720,31/03/2025,S07,P04,1,
T043821,18/05/2024,S02,P01,1,
T012670,30/05/2023,S04,P12,1,
T055307,28/09/2024,S02,P08,1,
T013862,14/06/2023,S07,P06,1,
T059877,15/11/2024,S02,P01,1,
T020342,04/09/2023,S04,P03,1,
T040791,14/04/2024,S01,P08,1,
T041498,21/04/2024,S07,P06,2,
T040407,09/04/2024,S03,P08,1,
T050567,05/08/2024,S08,P03,3,
T070124,21/02/2025,S07,P10,1,
T013502,10/06/2023,S02,P06,1,
T051839,20/08/2024,S05,P08,1,
T006105,11/03/2023,S06,P01,1,
T072372,16/03/2025,S05,P04,1,
T063865,21/12/2024,S07,P12,2,
T029830,17/12/2023,S04,P10,1,
T066718,17/01/2025,S04,P11,1,
T028753,06/12/2023,S06,P09,1,
T069859,18/02/2025,S02,P03,3,
T013217,06/06/2023,S02,P04,1,4.5
T025207,30/10/2023,S06,P04,1,
T037579,09/03/2024,S03,P01,1,
T043966,19/05/2024,S04,P11,1,
T056208,08/10/2024,S01,P08,1,
T006482,16/03/2023,S01,P03,1,6.5
T049078,20/07/2024,S01,P11,2,
T047920,06/07/2024,S01,P10,1,
T028693,06/12/2023,S01,P11,1,
T032249,10/01/2024,S08,P03,1,
T023781,14/10/2023,S07,P05,1,
T021738,20/09/2023,S06,P05,1,
T016057,13/07/2023,S04,P01,1,
T012664,30/05/2023,S04,P01,1,
T052784,31/08/2024,S03,P02,1,
T064595,28/12/2024,S04,P03,2,
T013880,15/06/2023,S02,P04,1,
T035466,14/02/2024,S02,P01,1,
T005889,08/03/2023,S08,P01,2,
T034364,01/02/2024,S03,P10,1,
T050814,09/08/2024,S01,P08,1,
T005014,26/02/2023,S04,P06,1,
T035427,13/02/2024,S06,P12,1,16.0
T074779,11/04/2025,S07,P07,1,
T056555,12/10/2024,S01,P12,1,
T008860,14/04/2023,S07,P04,1,
T008412,09/04/2023,S04,P12,1,
T026745,16/11/2023,S03,P08,2,
T015950,12/07/2023,S01,P01,1,
T026529,14/11/2023,S01,P10,2,
T021619,19/09/2023,S03,P12,2,
T013323,07/06/2023,S05,P03,1,
T055846,04/10/2024,S01,P10,1,
T078474,21/05/2025,S02,P08,1,8.5
T034126,29/01/2024,S06,P02,1,
T069095,09/02/2025,S08,P03,1,6.5
T017140,27/07/2023,S04,P08,1,
T049541,25/07/2024,S04,P07,1,
T000848,09/01/2023,S05,P03,2,
T041117,17/04/2024,S07,P06,1,3.8
T046583,19/06/2024,S06,P04,1,
T037708,10/03/2024,S06,P11,1,18.0
T067943,28/01/2025,S04,P01,1,
T034730,05/02/2024,S04,P07,2,
T062140,05/12/2024,S05,P07,1,
T043473,14/05/2024,S01,P08,1,8.5
T008113,05/04/2023,S04,P10,1,
T001442,16/01/2023,S02,P10,1,
T014474,23/06/2023,S02,P08,1,
T061637,01/12/2024,S01,P02,1,
T013290,07/06/2023,S02,P05,1,
T009894,28/04/2023,S01,P09,1,
T032536,13/01/2024,S08,P03,1,6.5
T001971,22/01/2023,S01,P10,1,3.0
T069253,11/02/2025,S06,P04,1,
T016794,23/07/2023,S01,P04,1,
T019762,28/08/2023,S08,P01,1,
T066547,15/01/2025,S06,P02,3,
T031010,29/12/2023,S04,P07,1,
T010977,10/05/2023,S05,P03,1,
T057755,25/10/2024,S02,P11,1,
T073732,01/04/2025,S01,P04,1,
T017510,01/08/2023,S02,P09,1,10.0
T012575,29/05/2023,S03,P01,1,
T001767,19/01/2023,S07,P04,1,
T038754,22/03/2024,S03,P07,1,
T058148,29/10/2024,S01,P12,1,16.0
T077070,06/05/2025,S03,P07,1,
T036642,27/02/2024,S02,P10,1,3.0
T046680,20/06/2024,S06,P03,2,
T034438,02/02/2024,S03,P02,1,
T074136,05/04/2025,S01,P01,1,
T048703,15/07/2024,S05,P05,1,
T071315,06/03/2025,S01,P01,1,
T025862,06/11/2023,S05,P12,2,
T018976,19/08/2023,S04,P10,1,
T056661,13/10/2024,S01,P08,1,
T076196,26/04/2025,S06,P03,1,
T048453,12/07/2024,S06,P09,1,10.0
T039044,25/03/2024,S01,P09,2,
T033582,24/01/2024,S01,P05,1,
T043472,14/05/2024,S01,P03,1,
T067082,20/01/2025,S06,P12,1,
T028054,29/11/2023,S02,P02,1,5.0
T031363,02/01/2024,S01,P02,2,
T058196,29/10/2024,S06,P03,1,
T075142,15/04/2025,S04,P08,1,
T037214,04/03/2024,S06,P01,1,
T001002,11/01/2023,S03,P02,3,
T024665,24/10/2023,S06,P02,2,
T044465,25/05/2024,S02,P04,1,4.5
T066155,12/01/2025,S03,P10,1,3.0
T048535,13/07/2024,S06,P05,1,4.0
T024604,24/10/2023,S01,P09,1,
T008239,07/04/2023,S05,P02,1,
T046314,16/06/2024,S02,P07,1,
T038278,17/03/2024,S01,P03,3,
T018481,13/08/2023,S01,P03,1,
T028252,01/12/2023,S05,P03,2,
T072624,19/03/2025,S04,P11,1,
T055749,03/10/2024,S01,P05,1,
T038288,17/03/2024,S01,P05,1,
T068932,08/02/2025,S03,P11,1,
T035558,15/02/2024,S03,P03,1,
T056156,07/10/2024,S03,P08,1,8.5
T058299,31/10/2024,S01,P05,2,
T074345,06/04/2025,S07,P01,1,
T065364,04/01/2025,S06,P08,1,
T050986,10/08/2024,S08,P08,1,
T063498,18/12/2024,S01,P03,1,
T055824,03/10/2024,S07,P05,1,
T037444,07/03/2024,S06,P10,1,
T038253,16/03/2024,S07,P09,1,
T004449,19/02/2023,S06,P10,1,
T070158,22/02/2025,S02,P04,1,4.5
T066343,13/01/2025,S07,P11,1,
T054398,18/09/2024,S03,P06,1,
T060815,23/11/2024,S06,P02,3,
T004624,21/02/2023,S07,P12,1,
T057886,26/10/2024,S05,P11,2,
T007212,25/03/2023,S01,P09,1,
T025781,05/11/2023,S07,P12,2,
T004158,16/02/2023,S03,P01,1,
T045351,03/06/2024,S06,P12,1,
T021975,23/09/2023,S06,P03,1,
T061583,30/11/2024,S05,P11,1,
T025460,02/11/2023,S04,P08,2,
T034894,07/02/2024,S04,P11,2,
T022665,01/10/2023,S06,P01,1,
T050649,07/08/2024,S01,P11,1,
T028800,07/12/2023,S03,P04,3,
T072010,13/03/2025,S02,P03,1,
T023618,13/10/2023,S02,P03,1,
T056415,10/10/2024,S04,P12,2,16.0
T025778,05/11/2023,S06,P04,2,
T010651,06/05/2023,S04,P09,1,
T044743,27/05/2024,S06,P10,1,
T069795,17/02/2025,S03,P12,1,
T046388,17/06/2024,S02,P01,1,
T013522,10/06/2023,S04,P04,1,
T021521,17/09/2023,S08,P04,1,
T046222,15/06/2024,S02,P11,1,
T018237,10/08/2023,S01,P07,1,9.5
T037647,10/03/2024,S01,P07,1,
T036713,28/02/2024,S01,P04,2,
T079034,26/05/2025,S07,P01,1,
T005008,26/02/2023,S03,P07,1,
T074239,05/04/2025,S07,P12,1,
T061216,27/11/2024,S03,P06,2,3.8
T069639,16/02/2025,S01,P03,1,
T038702,21/03/2024,S06,P10,1,
T027186,20/11/2023,S04,P11,1,18.0
T012855,02/06/2023,S01,P03,1,
T057253,19/10/2024,S04,P03,1,
T045714,08/06/2024,S05,P04,1,
T070424,24/02/2025,S08,P02,1,5.0
T019107,20/08/2023,S06,P10,2,3.0
T040458,09/04/2024,S08,P10,3,
T052865,01/09/2024,S02,P09,1,
T022639,01/10/2023,S04,P11,1,
T043050,09/05/2024,S02,P03,2,
T057162,18/10/2024,S05,P02,1,
T042510,02/05/2024,S07,P07,1,
T015252,02/07/2023,S05,P11,1,
T034380,01/02/2024,S05,P06,1,3.8
T009401,21/04/2023,S07,P09,1,
T040860,14/04/2024,S06,P03,1,
T012577,29/05/2023,S03,P03,2,6.5
T000089,01/01/2023,S05,P09,1,
T060308,18/11/2024,S08,P10,1,
T075602,20/04/2025,S04,P04,2,4.5
T063919,22/12/2024,S02,P10,2,
T006031,10/03/2023,S08,P05,1,4.0
T066216,12/01/2025,S06,P11,1,
T034391,01/02/2024,S06,P12,1,
T066865,18/01/2025,S05,P07,2,
T015280,02/07/2023,S07,P12,1,
T066396,14/01/2025,S03,P12,1,
T056325,09/10/2024,S04,P07,1,9.5
T057160,18/10/2024,S05,P04,1,
T071544,08/03/2025,S05,P04,1,
T009918,28/04/2023,S02,P05,1,4.0
T077846,14/05/2025,S03,P02,2,
T001114,12/01/2023,S05,P11,1,18.0
T042342,01/05/2024,S02,P10,1,
T045453,05/06/2024,S02,P04,2,
T034417,02/02/2024,S01,P08,2,
T004797,24/02/2023,S02,P04,1,
T048316,10/07/2024,S07,P01,1,5.5
T026944,18/11/2023,S02,P05,1,
T049156,20/07/2024,S06,P02,1,
T040709,13/04/2024,S01,P04,1,
T042394,01/05/2024,S05,P10,1,
T020030,01/09/2023,S03,P04,1,
T077473,10/05/2025,S04,P03,1,
T043362,12/05/2024,S06,P11,2,18.0
T055261,27/09/2024,S07,P07,1,
T050422,04/08/2024,S03,P06,1,3.8
T065186,03/01/2025,S02,P03,1,
T033294,21/01/2024,S03,P01,1,
T019960,31/08/2023,S04,P03,2,
T009334,20/04/2023,S08,P08,1,
T072786,21/03/2025,S03,P10,1,
T048469,13/07/2024,S01,P10,1,3.0
T034677,04/02/2024,S07,P05,3,
T015132,01/07/2023,S02,P05,2,
T005704,06/03/2023,S04,P01,1,
T014027,17/06/2023,S02,P09,1,
T075676,21/04/2025,S03,P06,3,
T003801,12/02/2023,S02,P04,1,
T042505,02/05/2024,S07,P08,2,
T013291,07/06/2023,S02,P09,2,
T039749,01/04/2024,S07,P10,1,
T073830,02/04/2025,S01,P09,2,
T062670,10/12/2024,S03,P09,1,
T047160,26/06/2024,S02,P09,1,
T054581,20/09/2024,S04,P04,1,
T019441,25/08/2023,S03,P11,2,
T063000,13/12/2024,S06,P01,1,
T035919,19/02/2024,S04,P02,1,
T064852,30/12/2024,S04,P06,1,3.8
T078159,17/05/2025,S06,P05,1,
T043711,16/05/2024,S08,P10,1,
T041370,20/04/2024,S06,P01,2,5.5
T053118,03/09/2024,S08,P09,1,
T057447,21/10/2024,S02,P07,2,
T024067,17/10/2023,S08,P09,2,
T033418,22/01/2024,S04,P05,1,
T020231,03/09/2023,S04,P02,1,
T071178,04/03/2025,S05,P05,1,4.0
T013238,06/06/2023,S04,P09,1,
T029870,17/12/2023,S07,P11,1,
T048155,08/07/2024,S08,P05,1,
T023592,13/10/2023,S01,P09,1,10.0
T044338,23/05/2024,S06,P02,1,
T013103,04/06/2023,S06,P03,3,
T062082,05/12/2024,S01,P02,1,
T059763,14/11/2024,S01,P11,1,
T059748,13/11/2024,S06,P12,1,
T044557,25/05/2024,S08,P08,1,8.5
T049464,24/07/2024,S04,P01,2,
T028910,08/12/2023,S04,P02,1,
T009077,17/04/2023,S04,P11,1,
T048926,18/07/2024,S04,P06,1,
T052997,02/09/2024,S04,P12,1,
T019844,30/08/2023,S01,P10,1,
T027274,21/11/2023,S03,P02,2,5.0
T021700,20/09/2023,S03,P03,3,
T023545,12/10/2023,S03,P10,1,
T049159,20/07/2024,S06,P09,1,
T006344,14/03/2023,S04,P04,2,
T018215,09/08/2023,S05,P08,1,
T018272,10/08/2023,S05,P06,1,
T077673,12/05/2025,S04,P11,1,
T049240,21/07/2024,S05,P12,2,
T023099,07/10/2023,S02,P03,1,
T048914,18/07/2024,S03,P10,1,
T069879,18/02/2025,S04,P07,1,
T045799,09/06/2024,S05,P06,1,
T050905,10/08/2024,S01,P05,2,
T008227,07/04/2023,S03,P11,1,
T077562,11/05/2025,S03,P01,1,
T012307,26/05/2023,S06,P02,2,
T051330,14/08/2024,S07,P09,1,
T016572,20/07/2023,S04,P05,2,
T001421,16/01/2023,S01,P08,1,
T073229,26/03/2025,S03,P10,1,
T052653,29/08/2024,S06,P07,2,
T024401,21/10/2023,S07,P07,1,
T050014,30/07/2024,S08,P06,1,
T069992,20/02/2025,S01,P08,1,
T045882,10/06/2024,S06,P12,1,
T072169,14/03/2025,S07,P10,1,
T002787,30/01/2023,S07,P07,1,9.5
T073322,27/03/2025,S04,P03,1,
T014264,20/06/2023,S04,P03,1,
T005096,27/02/2023,S03,P08,1,
T046364,16/06/2024,S06,P01,1,
T046324,16/06/2024,S03,P02,1,
T025821,06/11/2023,S02,P01,1,
T044369,24/05/2024,S02,P06,1,
T021274,15/09/2023,S04,P03,1,
T037689,10/03/2024,S05,P01,1,
T006543,16/03/2023,S07,P03,1,6.5
T022236,26/09/2023,S06,P03,1,
T073306,27/03/2025,S02,P01,1,
T030225,21/12/2023,S04,P09,1,
T036732,28/02/2024,S02,P07,1,9.5
T039177,26/03/2024,S05,P10,1,
T009452,22/04/2023,S04,P09,1,
T046363,16/06/2024,S06,P11,1,
T007096,23/03/2023,S04,P03,1,
T056019,06/10/2024,S01,P04,1,
T034541,03/02/2024,S04,P09,1,
T061908,03/12/2024,S04,P05,1,
T043455,13/05/2024,S07,P12,2,
T067373,23/01/2025,S04,P02,1,
T026786,16/11/2023,S06,P05,2,
T055226,27/09/2024,S03,P01,2,
T054392,18/09/2024,S03,P08,1,
T074656,10/04/2025,S04,P03,1,
T063641,19/12/2024,S06,P11,1,
T039349,28/03/2024,S06,P02,1,
T002410,27/01/2023,S01,P04,1,
T008981,16/04/2023,S03,P07,1,
T044388,24/05/2024,S04,P01,3,
T049163,20/07/2024,S06,P10,2,
T018410,12/08/2023,S03,P05,1,
T066236,13/01/2025,S01,P06,1,
T066239,13/01/2025,S01,P09,1,
T003724,11/02/2023,S04,P05,1,4.0
T013275,07/06/2023,S01,P11,1,
T027147,20/11/2023,S01,P10,1,
T019857,30/08/2023,S02,P10,2,
T060471,20/11/2024,S04,P01,3,5.5
T023261,08/10/2023,S06,P02,1,
T029788,17/12/2023,S01,P06,1,
T035054,09/02/2024,S04,P02,2,
T046666,20/06/2024,S05,P06,1,
T042360,01/05/2024,S02,P04,1,
T013313,07/06/2023,S04,P11,1,
T067318,23/01/2025,S01,P08,1,
T030427,23/12/2023,S05,P12,1,
T041948,27/04/2024,S02,P03,1,
T071471,07/03/2025,S07,P10,1,
T021499,17/09/2023,S06,P12,3,
T023828,15/10/2023,S02,P08,1,8.5
T025819,06/11/2023,S02,P01,1,
T066695,17/01/2025,S02,P11,1,18.0
T059386,10/11/2024,S03,P09,1,
T013202,05/06/2023,S08,P12,1,
T034938,08/02/2024,S01,P02,1,
T011111,12/05/2023,S03,P06,3,3.8
T048095,08/07/2024,S01,P07,1,
T059171,08/11/2024,S08,P09,1,
T018347,11/08/2023,S05,P07,2,9.5
T033324,21/01/2024,S04,P03,1,6.5
T029621,15/12/2023,S04,P02,1,
T045167,01/06/2024,S06,P12,1,
T068464,03/02/2025,S01,P09,1,
T036693,27/02/2024,S07,P05,1,
T058109,28/10/2024,S05,P06,1,
T069607,15/02/2025,S06,P08,1,
T033970,28/01/2024,S03,P06,2,
T030897,28/12/2023,S03,P12,1,
T001204,13/01/2023,S05,P11,2,
T007515,28/03/2023,S04,P04,1,
T031229,31/12/2023,S06,P04,1,
T009022,16/04/2023,S06,P01,1,5.5
T067434,24/01/2025,S01,P11,1,
T025759,05/11/2023,S05,P11,1,
T036659,27/02/2024,S04,P03,1,
T018785,16/08/2023,S07,P07,1,
T049661,26/07/2024,S07,P09,1,
T055957,05/10/2024,S04,P09,2,
T032739,15/01/2024,S07,P01,1,
T047596,01/07/2024,S08,P08,1,
T055636,01/10/2024,S04,P07,2,
T001151,13/01/2023,S01,P09,1,
T060859,24/11/2024,S01,P03,1,
T034449,02/02/2024,S04,P12,3,
T013563,10/06/2023,S07,P02,1,5.0
T051274,14/08/2024,S02,P09,1,
T076290,27/04/2025,S07,P10,1,
T052139,24/08/2024,S02,P10,1,
T074710,11/04/2025,S02,P08,1,
T067765,26/01/2025,S07,P08,1,
T034875,07/02/2024,S03,P10,1,
T046439,17/06/2024,S07,P11,2,
